"Folder","FileCount","SizeMB","LastModified"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.obsidian\themes\GitHub Theme","2","0.04","12/30/2025 10:53:28 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations","4","0.04","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\resolvelib\__pycache__","5","0.04","1/8/2026 1:42:30 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations\__pycache__","4","0.04","1/8/2026 1:42:23 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\msgpack","4","0.04","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__pycache__","2","0.04","1/8/2026 1:42:34 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__pycache__","1","0.04","1/8/2026 1:42:28 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pygments\filters","1","0.04","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\cachecontrol","10","0.04","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\tomli\__pycache__","4","0.03","1/8/2026 1:42:33 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Day-1-Confidentiality-Training","2","0.03","12/29/2025 3:29:35 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\.obsidian\themes\Obsidianite","2","0.03","12/30/2025 10:53:12 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\HR-101-Training","3","0.03","12/29/2025 3:10:39 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\.obsidian\themes\Obsidianite","2","0.03","12/30/2025 10:53:12 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__","3","0.03","1/8/2026 1:42:23 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\resolvelib","6","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\.obsidian\plugins\homepage","3","0.03","12/30/2025 10:48:33 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260108_143412\07-PROJECT CHARTER","1","0.03","1/8/2026 9:39:29 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\tomli","5","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\locations","4","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\HR-101-Training","3","0.03","12/29/2025 3:10:39 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\HR-101-Training","3","0.03","12/29/2025 3:10:39 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport","3","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\packages","2","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\locations\__pycache__","4","0.03","1/8/2026 1:42:22 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__pycache__","3","0.03","1/8/2026 1:42:34 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Day-1-Confidentiality-Training","2","0.03","12/29/2025 3:29:35 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Day-1-Confidentiality-Training","2","0.03","12/29/2025 3:29:35 PM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\dist\theme\fonts\league-gothic","1","0.03","12/17/2025 3:07:15 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__","4","0.03","1/8/2026 1:42:22 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.obsidian\themes\Obsidianite","2","0.03","12/30/2025 10:53:12 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations\install","3","0.03","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\.obsidian\plugins\homepage","3","0.03","12/30/2025 10:48:33 AM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\math\mathjax\input\mml","1","0.03","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.obsidian\plugins\homepage","3","0.03","12/30/2025 10:48:33 AM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\math\mathjax\adaptors","1","0.02","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\distributions\__pycache__","5","0.02","1/8/2026 1:42:22 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\metadata\importlib","4","0.02","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Forms-and-Certificates","4","0.02","12/29/2025 3:30:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Forms-and-Certificates","4","0.02","12/29/2025 3:30:20 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Forms-and-Certificates","4","0.02","12/29/2025 3:30:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\resolution\legacy","2","0.02","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__","8","0.02","1/8/2026 1:42:23 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__","2","0.02","1/8/2026 1:42:24 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\operations\build","8","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\00-DASHBOARD","3","0.01","12/29/2025 2:39:48 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\distributions","5","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches","3","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\00-EXECUTIVE-SUMMARY","1","0.01","12/29/2025 2:39:58 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks","3","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\00-CONFIGURATION\AI-Integration","3","0.01","12/22/2025 4:07:36 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.obsidian","6","0.01","1/2/2026 11:31:29 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\Scripts","2","0.01","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\00-DASHBOARD\Status-Reports","1","0.01","12/30/2025 10:45:25 AM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\zoom","3","0.01","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\00-DASHBOARD\Status-Reports","1","0.01","12/30/2025 10:45:25 AM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\customcontrols","3","0.01","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735","6","0.01","1/2/2026 11:03:32 AM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\Scripts","2","0.01","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT","4","0.01","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\.obsidian","6","0.01","1/2/2026 10:36:05 AM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT","2","0.01","12/29/2025 2:41:00 PM"
"C:\Users\mespindola\Documents\HRM\.obsidian\.obsidian","4","0.01","12/22/2025 3:42:07 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports","3","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\Scripts","2","0.01","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\00-DASHBOARD\Status-Reports","1","0.01","12/30/2025 10:45:25 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT","2","0.01","12/29/2025 2:41:00 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927","6","0.01","1/2/2026 12:17:36 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\00-EXECUTIVE-SUMMARY","1","0.01","12/29/2025 2:39:58 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\.obsidian","6","0.01","1/2/2026 12:18:14 PM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\template","2","0.01","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\00-DASHBOARD","3","0.01","12/29/2025 2:39:48 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__pycache__","3","0.01","1/8/2026 1:42:34 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__pycache__","2","0.01","1/8/2026 1:42:30 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260108_143412\.obsidian","4","0.01","1/8/2026 1:25:11 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\00-EXECUTIVE-SUMMARY","1","0.01","12/29/2025 2:39:58 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pygments\styles","2","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__","3","0.01","1/8/2026 1:42:25 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT","2","0.01","12/29/2025 2:41:00 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\09-Templates","4","0.01","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\00-DASHBOARD","3","0.01","12/29/2025 2:39:48 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\01-PROJECT-MANAGEMENT","2","0.01","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__pycache__","3","0.01","1/8/2026 1:42:29 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process","2","0.01","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HRM\.obsidian","7","0.01","12/29/2025 2:37:36 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__pycache__","2","0.01","1/8/2026 1:42:29 PM"
"C:\Users\mespindola\Documents\HR-Audit","2","0","1/8/2026 2:34:12 PM"
"C:\Users\mespindola\Desktop\SEI_KPI_Modular_Components\Workflows","1","0","1/12/2026 12:22:20 PM"
"C:\Users\mespindola\Desktop\SEI_KPI_Modular_Components\DataSamples","1","0","1/12/2026 12:22:19 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331","6","0","1/2/2026 10:33:24 AM"
"C:\Users\mespindola\Desktop\SEI_KPI_Modular_Components\Charts","1","0","1/12/2026 12:22:20 PM"
"C:\Users\mespindola\Desktop\SEI_KPI_Modular_Components\Templates","2","0","1/12/2026 12:22:19 PM"
"C:\Users\mespindola\Desktop\SEI_KPI_Modular_Components\Policies","2","0","1/12/2026 12:22:19 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\01-AUDIT-PLANNING","1","0","12/29/2025 2:40:05 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\03-POLICY-FRAMEWORK","1","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\.vscode","1","0","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\SECURE-DATA","1","0","12/29/2025 11:14:08 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\certifi\__pycache__","3","0","1/8/2026 1:42:25 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\Reports","1","0","12/29/2025 2:40:50 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\07-CITATIONS-BIBLIOGRAPHY","1","0","12/29/2025 11:00:33 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\09-TEMPLATES","2","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Desktop\FileOrg","3","0","1/13/2026 10:55:37 AM"
"C:\Users\mespindola\Documents\obsidian-email-router","1","0","1/8/2026 1:42:47 PM"
"C:\Users\mespindola\Desktop\SEI_KPI_Executive_Package","1","0","1/12/2026 12:48:12 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260108_143412","2","0","1/2/2026 12:29:28 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat","2","0","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\.space","1","0","12/30/2025 10:49:24 AM"
"C:\Users\mespindola\Documents\PowerShell","1","0","12/26/2025 12:16:24 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__pycache__","2","0","1/8/2026 1:42:30 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\01-DASHBOARDS\Executive","1","0","12/29/2025 2:40:33 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\03-POLICY-LIBRARY\Policy-Tracking","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\03-POLICY-LIBRARY\Required-Policies","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\reveal-pointer","2","0","12/17/2025 3:07:14 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\01-DASHBOARDS\Executive","1","0","12/29/2025 2:40:33 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\Progress-Tracking","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Visual-Aids","2","0","12/29/2025 3:09:10 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\10-ADMINISTRATIVE-SUPPORT\Daily-Assignments","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\HRM\.obsidian\plugins\obsidian-advanced-slides\plugin\elapsed-time-bar","1","0","12/17/2025 3:07:15 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\SECURE-DATA","1","0","12/29/2025 11:14:08 AM"
"C:\Users\mespindola\Documents\HRM\copilot\copilot-custom-prompts","13","0","12/17/2025 3:06:43 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\07-CITATIONS-BIBLIOGRAPHY","1","0","12/29/2025 11:00:33 AM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\00-CONFIGURATION","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\.obsidian","5","0","12/22/2025 3:40:19 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\09-TEMPLATES","2","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\Reports","1","0","12/29/2025 2:40:50 PM"
"C:\Users\mespindola\Documents\HRM\.smart-env\event_logs","1","0","12/29/2025 2:44:49 PM"
"C:\Users\mespindola\Documents\HRM\.smart-env\embedding_models","1","0","12/17/2025 3:07:27 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\copilot\copilot-custom-prompts","13","0","12/30/2025 10:48:29 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\copilot\copilot-custom-prompts","13","0","12/30/2025 10:48:29 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Visual-Aids","2","0","12/29/2025 3:09:10 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\01-DASHBOARDS\Executive","1","0","12/29/2025 2:40:33 PM"
"C:\Users\mespindola\Documents\HRM\.smart-env","1","0","12/29/2025 11:44:39 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\03-POLICY-LIBRARY\Required-Policies","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\03-POLICY-LIBRARY\Policy-Tracking","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\Progress-Tracking","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\10-ADMINISTRATIVE-SUPPORT\Daily-Assignments","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\SECURE-DATA","1","0","12/29/2025 11:14:08 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\00-PROJECT-OVERVIEW","1","0","1/2/2026 11:03:32 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\01-AUDIT-PLANNING","1","0","12/29/2025 2:40:05 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\.space","1","0","12/30/2025 10:49:24 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\.vscode","1","0","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\09-TEMPLATES","2","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\Reports","1","0","12/29/2025 2:40:50 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\03-POLICY-FRAMEWORK","1","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Documents\HR-Audit_OLD_20260102_122927\07-CITATIONS-BIBLIOGRAPHY","1","0","12/29/2025 11:00:33 AM"
"C:\Users\mespindola\Documents\Obsidian\InboxVault\Templates","2","0","1/8/2026 1:42:48 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.space","1","0","12/30/2025 10:49:24 AM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip","4","0","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv","1","0","1/8/2026 1:42:16 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\01-AUDIT-PLANNING","1","0","12/29/2025 2:40:05 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\03-POLICY-FRAMEWORK","1","0","12/29/2025 1:02:12 PM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\.vscode","1","0","12/29/2025 11:00:29 AM"
"C:\Users\mespindola\Documents\HR-Audit_backup_20260102_121735\00-PROJECT-OVERVIEW","1","0","1/2/2026 11:03:32 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\copilot\copilot-custom-prompts","13","0","12/30/2025 10:48:29 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\Daily-Assignments","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__","2","0","1/8/2026 1:42:23 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\03-POLICY-LIBRARY\Policy-Tracking","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\03-POLICY-LIBRARY\Required-Policies","1","0","12/29/2025 11:00:32 AM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\HR-101-Training\Visual-Aids","2","0","12/29/2025 3:09:10 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\__pycache__","3","0","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HR-Audit-BACKUP-20260102-110331\10-ADMINISTRATIVE-SUPPORT\Progress-Tracking","1","0","12/29/2025 2:37:04 PM"
"C:\Users\mespindola\Documents\obsidian-email-router\.venv\Lib\site-packages\pip\_internal\resolution","2","0","1/8/2026 1:42:20 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\.obsidian\plugins","1","0","12/22/2025 4:07:36 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\07-REMEDIATION-PLANS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\06-GAP-ANALYSIS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\10-FINAL-DELIVERABLES","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\08-LEGAL-COMPLIANCE","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\03-TRACKING-DASHBOARDS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\02-AUDIT-CHECKLISTS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\05-REFERENCE-LIBRARY","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\04-EMPLOYEE-FILES","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\11-AI-PROMPTS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\17-VISUALIZATIONS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\16-TECHNICAL-DOCS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\19-RETENTION-SCHEDULES","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\18-INCIDENT-RESPONSE","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\13-EXTERNAL-RESOURCES","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\12-TRAINING-MATERIALS","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\15-ARCHIVE","1","0","12/22/2025 4:20:02 PM"
"C:\Users\mespindola\Documents\HRM\PERSONNEL RECORD AUDIT PROJECT\14-MEETING-NOTES","1","0","12/22/2025 4:20:02 PM"
